title,brand,mpn,upc,product_type,primary_category,smart_home_ecosystem,brand_tier,condition,condition_score,price,wasPrice,discount_pct,savings_usd,has_discount,price_tier,log_price,price_per_channel,sold,available,mpn-alt,upc-alt,condition_score-alt,has_solar_power,is_battery_powered,is_wired,has_wifi,has_poe,has_cellular_4g5g,has_pan_tilt_zoom,has_motion_detect,has_ai_detection,has_two_way_audio,has_voice_control,has_floodlight,has_local_storage,has_cloud_storage,is_doorbell_camera,is_outdoor,is_indoor,is_nvr_dvr_system,is_complete_system,is_refurb_product,channel_count,pack_quantity,tech_richness_score,commercial_value_score,seller,seller_city,seller_state,seller_country,ships_to_count,excluded_country_count,global_reach_score,is_us_only_shipping,days_since_update,listing_freshness_score,estimated_revenue
Siamese Cable CCTV Security Camera BNC DC Power/Video Wire Black/White Pack LOT,Cable-Zilla,,,Cable/Accessory,Accessories,Other/Generic,Other Brand,New,5,$10.55,,$0.00,$0.00,0,Budget (<$25),2.446685,,$69.00,$10.00,,,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,58.94,Seller_18,Deer Park,New York,United States,191,14,0.9317,0,73,80,$727.95
2 Pack Lot BNC Male Plug to RCA Female Jack Coax Cable Video Adapter Connector,Unbranded/Generic,503444,636391130097,Bnc Connector,Accessories,Other/Generic,Other Brand,New,5,$5.99,,$0.00,$0.00,0,Budget (<$25),1.944481,,$31.00,$10.00,1272781756750,1909172383403,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,0,30.24,Seller_180,Springdale,AR,United States,163,45,0.7837,0,810,0,$185.69
3 PACK Lot RCA Male Plug to BNC Female Jack Adapter Coax Connector Coupler CCTV,Unbranded/Generic,503421,636391130066,Cable/Accessory,Accessories,Other/Generic,Other Brand,New,5,$5.99,,$0.00,$0.00,0,Budget (<$25),1.944481,,$28.00,$10.00,1272781756711,1909172383356,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3,0,29.47,Seller_180,Springdale,AR,United States,163,43,0.7913,0,374,0,$167.72
18/4 Security Alarm Wire Cable Stranded Shielded 4 Conductor 18 AWG CL3R 1000ft,Unbranded/Generic,155454GY,636391137584,Security Wire,Uncategorized,Other/Generic,Other Brand,New,5,$280.20,$294.95,$5.00,$14.75,1,Premium ($200–$500),5.639066,,$160.00,$10.00,155454GY,636391137585,-10.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,39.15,Seller_180,Springdale,AR,United States,162,47,0.7751,0,1572,0,"$44,832.00"
1 to 4 Way Channel DC Power Splitter Adapter Cable Cord for CCTV Security Camera,Unbranded/Generic,270044F,649722501763,Splitter Cable,Accessories,Other/Generic,Other Brand,New,5,$6.99,,$0.00,$0.00,0,Budget (<$25),2.078191,,$144.00,$10.00,270044F,649722501764,8.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,37.4,Seller_180,Springdale,Arkansas,United States,163,45,0.7837,0,814,0,"$1,006.56"
Wireless Home Window Door Burglar Security Alarm System Magnetic Sensor lot,Unknown,,,Alarm/Sensor,IP/Smart Camera Systems,Other/Generic,Generic/Unknown,New,5,$3.89,$4.86,$19.96,$0.97,1,Budget (<$25),1.587192,,$113.00,$5.00,,,4.580666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,74.14,Seller_181,Philadelphia,PA,United States,168,11,0.9385,0,2,99.5,$439.57
"Tapo 1080P Outdoor Wired Pan/Tilt Security Wi-Fi Camera, 360° View, White C500",Tapo,Tapo C500,840030705861,Other,Security Cameras,Other/Generic,Other Brand,New,5,$34.99,,$0.00,$0.00,0,Value ($25–$75),3.583241,,$4.00,$2.00,Tapo C501,840030705862,64.98,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,56.52,Seller_182,Rockville,MD,United States,168,11,0.9385,0,2,99.5,$139.96
Panasonic HomeHawk Window Camera -1080p HD Color Night Vision Smart Security Cam,Panasonic,KXHNC500W,885170361201,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$149.95,,$0.00,$0.00,0,Mid-Range ($75–$200),5.016949,,$2.00,$1.00,KXHNC500W,885170361202,294.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,50.82,Seller_183,Burley,Idaho,United States,202,11,0.9484,0,71,80.5,$299.90
4/8 Channel H.265 1080P DVR for Home Security Camera System 1TB Hard Drive,Floureon,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,$63.99,,$0.00,$0.00,0,Value ($25–$75),4.174233,$8.00,$19.00,$10.00,,,122.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,55.97,Seller_184,Los Angeles,California,United States,1,15,0.0625,1,3,99.2,"$1,215.81"
8 Channel H.265 1080P DVR for Security Camera System 1TB Hard Drive USA,Floureon,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,$109.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.70944,$13.75,$10.00,$10.00,,,214.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,49.76,Seller_184,Los Angeles,California,United States,1,13,0.0714,1,3,99.2,"$1,099.90"
AIMHDUTY BNC Coupler Female to Connector 5-Pack and Male Male...,Aimhduty,AC90019018,,Other,Security Cameras,Other/Generic,Other Brand,New,5,$8.76,,$0.00,$0.00,0,Budget (<$25),2.278292,,$3.00,$1.00,AC90019019,,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,59.76,Seller_185,Houston,Texas,United States,1,17,0.0556,1,3,99.2,$26.28
2025 Smart Mini WiFi Camera Wireless 1080P HD Night Cam w/Battery Home Security,Mm Electronicles,,,Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,$19.33,$23.86,$18.99,$4.53,1,Budget (<$25),3.012098,,"$1,024.00",$10.00,,,5.191333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,74.56,Seller_186,Alameda,California,United States,1,48,0.0204,1,9,97.5,"$19,793.92"
1-4Pack Wireless 5G WiFi Security Camera System Smart Outdoor Night Vision 1080P,Mm Electronicles,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$59.82,$73.85,$19.00,$14.03,1,Value ($25–$75),4.107919,,$437.00,$10.00,,,7.561333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,4,2,74.05,Seller_186,Alameda,California,United States,1,48,0.0204,1,9,97.5,"$26,141.34"
1080P HD Rearview Mirror Car DVR Dual Dash Cam Camera Front Rear Video Recorder,Mm Electronicles,,,Dash Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,$23.37,$28.85,$18.99,$5.48,1,Budget (<$25),3.193353,,"$1,521.00",$10.00,,,5.428666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,74.69,Seller_186,Alameda,California,United States,1,44,0.0222,1,9,97.5,"$35,545.77"
H2C8 Waterproof 656ft Wireless Driveway Alarm Motion Sensor Alarm Indoor Outdoor,Mm Electronicles,,,Wireless Driveway Alarm Sensors & Motion Detectors,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,$22.18,$27.38,$18.99,$5.20,1,Budget (<$25),3.14329,,$246.00,$10.00,,,5.358666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,1,1,73.38,Seller_186,Alameda,California,United States,1,48,0.0204,1,9,97.5,"$5,456.28"
Solar Alarm LED Light Solar Strobe Light Wireless Motion Sensor Detector Outdoor,Unbranded/Generic,,,Solar Alarm,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,$13.80,$17.04,$19.01,$3.24,1,Budget (<$25),2.694627,,"$1,812.00",$10.00,,,4.877333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,74.73,Seller_186,Alameda,California,United States,1,48,0.0204,1,9,97.5,"$25,005.60"
ADC ADC-CSVR2000P-1X2TB 16 Channel Pro Series Commercial Stream Video Rec. (NEW),Adc,,,Commercial Stream Recorder,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,$250.00,,$0.00,$0.00,0,Premium ($200–$500),5.525453,$15.62,$42.00,$41.00,,,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,48.77,Seller_187,Henrico,VA,United States,208,11,0.9498,0,18,95.1,"$10,500.00"
"2-Pack HomeKit Door Window contact Sensors, Wireless Mini Sensor for iOS",Onvis,,,Window Sensor,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,$26.64,,$0.00,$0.00,0,Value ($25–$75),3.319264,,$26.00,$3.00,,,48.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,64.45,Seller_188,Garland,TX,United States,162,18,0.9,0,17,95.3,$692.64
FLIR Digimerge DNR216P1 Network Video Recorder NVR 4xPoE No HDDs/P/S No Admin PW,Flir,,,NVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,For Parts,1,$29.00,,$0.00,$0.00,0,Value ($25–$75),3.401197,,,,,,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,26.37,Seller_189,Haverford,PA,United States,168,11,0.9385,0,44,87.9,$0.00
Google Nest Magnet Mount Adapter for Nest Cam Outdoor Camera NC2100ES,Google Nest,,,Mount/Bracket,Security Camera Brackets & Mounts,Google Nest,Premium Consumer,Open Box,4,$27.99,,$0.00,$0.00,0,Value ($25–$75),3.366951,,$194.00,$10.00,,,51.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,65.49,Seller_19,Canoga Park,CA,United States,182,28,0.8667,0,31,91.5,"$5,430.06"
SimpliSafe Water Sensor (WT3) Water Flood Leak Detector New,Simplisafe,WT3,843261112149,Water Sensor,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,$19.99,,$0.00,$0.00,0,Budget (<$25),3.044046,,$9.00,$10.00,WT4,843261112150,34.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,18.95,Seller_19,Chatsworth,CA,United States,182,28,0.8667,0,,,$179.91
Google Nest Cam 1st Gen Outdoor 1080P Wired (NC2100ES) Open Box 1 Year Warranty,Google Nest,,,Camera,Security Cameras,Google Nest,Premium Consumer,Open Box,4,$147.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.003879,,$264.00,$10.00,,,291.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,1,0,68.3,Seller_19,Winnetka,California,United States,182,28,0.8667,0,3,99.2,"$39,069.36"
2K Home Wireless Battery Security Camera,Flux,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$29.99,,$0.00,$0.00,0,Value ($25–$75),3.433665,,$4.00,$10.00,,,54.98,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,30,Seller_190,Hamilton,OH,United States,162,17,0.905,0,139,61.9,$119.96
Cinnado 2 Pack 2K Cameras Home Security 2.4G WiFi Outdoor Wireless Solar Battery,Cinnado,B6,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$49.95,,$0.00,$0.00,0,Value ($25–$75),3.930845,,$35.00,$10.00,B7,,94.9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,2,2,31.11,Seller_191,Palmdale,California,United States,1,11,0.0833,1,,,"$1,748.25"
1-8Pack Dummy Camera Fake Security CCTV Dome Camera with Flashing Red LED Light,Unknown,,,Dummy Camera,Dummy Cameras,Other/Generic,Generic/Unknown,New,5,$7.88,,$0.00,$0.00,0,Budget (<$25),2.183802,,"$1,970.00",$10.00,,,10.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,8,0,53.03,Seller_192,Corona,CA,United States,162,19,0.895,0,204,44.1,"$15,523.60"
"SimpliSafe Smart Home Security System (7-Piece Kit) – Base Station, Keypad-NEW",Simplisafe,,,Smart Home Security System (7-Piece Kit),IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$74.99,$149.99,$50.00,$75.00,1,Value ($25–$75),4.330602,,$6.00,$4.00,,,47.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,53.79,Seller_193,Carrollton,TX,United States,168,11,0.9385,0,185,49.3,$449.94
6 PCS WIRELESS Home Window Door Burglar Security ALARM System Magnetic Sensor,The Perfect Part,,698596310384,Alarm/Sensor,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$9.98,,$0.00,$0.00,0,Budget (<$25),2.396075,,"$1,026.00",$10.00,,698596310385,14.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,6,1,69.46,Seller_194,Pompano Beach,Florida,United States,1,107,0.0093,1,2,99.5,"$10,239.48"
360° 1080P IP E27 Light Bulb Camera Wi-Fi IR Night Smart Home Wireless Security,The Perfect Part,,698596305991,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$16.99,,$0.00,$0.00,0,Budget (<$25),2.889816,,"$5,304.00",$10.00,,698596305992,28.98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,69.77,Seller_194,Pompano Beach,Florida,United States,1,107,0.0093,1,2,99.5,"$90,114.96"
"1080P 4"" Dual Lens HD Car DVR Rearview Video Dash Cam Recorder Camera G-Sensor",Unknown,,,DVR,Other Car Video,Other/Generic,Generic/Unknown,New,5,$25.79,,$0.00,$0.00,0,Value ($25–$75),3.288029,,$728.00,$10.00,,,46.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,69.22,Seller_194,Pompano Beach,Florida,United States,1,107,0.0093,1,3,99.2,"$18,775.12"
eufy eufyCam S4 Solar Security Camera Wireless Outdoor 4K UHD with Pan and Tilt,Eufy,AKT8172,194644245757,Camera,Security Cameras,Eufy (Anker),Premium Consumer,New,5,$320.00,,$0.00,$0.00,0,Premium ($200–$500),5.771441,,$1.00,$2.00,AKT8173,194644245758,635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,13.33,Seller_195,Franklin,KY,United States,162,17,0.905,0,,,$320.00
ARCCTV Security Camera System 4MP Solar Battery 5Ghz Wifi Wireless Night Vision,Arcctv,K02W7271US,,Complete System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$47.99,,$0.00,$0.00,0,Value ($25–$75),3.891616,,$1.00,$10.00,K02W7271US,,90.98,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,26.23,Seller_196,Walton,Kentucky,United States,1,15,0.0625,1,90,75.3,$47.99
ARCCTV Solar Security Camera System Wireless wifi Battery Powered 4MP Outdoor,Arcctv,AR-K04W2L7H-B360,,Dome Camera,Security Cameras,Other/Generic,Other Brand,New,5,$219.99,,$0.00,$0.00,0,Premium ($200–$500),5.398117,,$59.00,$10.00,AR-K04W2L7H-B361,,434.98,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,49.5,Seller_196,Walton,Kentucky,United States,1,20,0.0476,1,179,51,"$12,979.41"
Onvif 16 Ch. HD 4K Video Recorder TDVR2716TTEC-TVI HD4TB Seagate Skyhawk Not Use,Onvif,,,16 Channel,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$159.00,,$0.00,$0.00,0,Mid-Range ($75–$200),5.075174,$9.94,,,,,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,Seller_197,Hailey,ID,United States,168,11,0.9385,0,,,$0.00
2 x Wall Mount Bracket For Ring Stick Up Cam Wired/Battery Solar Security Camera,Unknown,,,Wall Mount Bracket,Security Camera Brackets & Mounts,Ring (Amazon),Generic/Unknown,New,5,$8.99,,$0.00,$0.00,0,Budget (<$25),2.301585,,$163.00,$10.00,,,12.98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,65.47,Seller_198,Houston,Texas,United States,1,28,0.0345,1,27,92.6,"$1,465.37"
Google Nest Cam Outdoor Security Camera Wi-Fi Wired 1080P NC2100ES A0033,Google Nest,,,Camera,Security Cameras,Google Nest,Premium Consumer,Open Box,4,$159.42,$370.85,$57.01,$211.43,1,Mid-Range ($75–$200),5.077795,,$136.00,$8.00,,,116.6706667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,84.55,Seller_199,Chino,CA,United States,168,13,0.9282,0,4,98.9,"$21,681.12"
SimpliSafe Wired Wi-Fi video Doorbell Pro 1080p HD Smart security Camera White,Simplisafe,,,Doorbell Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,$67.68,$139.35,$51.43,$71.67,1,Value ($25–$75),4.229458,,$80.00,$8.00,,,46.76,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,81.64,Seller_199,Chino,CA,United States,168,13,0.9282,0,2,99.5,"$5,414.40"
SimpliSafe Wireless Outdoor Security Camera 1080P Guard Motion CMOB1 White,Simplisafe,,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,$109.77,$229.55,$52.18,$119.78,1,Mid-Range ($75–$200),4.707456,,$13.00,$8.00,,,69.81266667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,70.26,Seller_199,Walnut,California,United States,168,13,0.9282,0,2,99.5,"$1,427.01"
XVIM WiFi Solar Wireless Home Camera Security System Outdoor Camera 2K Monitor,Xvim,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$26.59,$27.99,$5.00,$1.40,1,Value ($25–$75),3.317453,,$1.00,$10.00,,,-0.6926666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,34.48,Seller_2,Ontario,CA,United States,162,59,0.733,0,8,97.8,$26.59
4Pcs Wireless Security Camera System Outdoor WiFi 360 Solar Battery Powered IP,Woolink,,769230880102,Complete System,IP/Smart Camera Systems,Other/Generic,Value,New,5,$128.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.867458,,$66.00,$10.00,,769230880103,252.98,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,4,2,64.59,Seller_2,Pomona,CA,United States,162,59,0.733,0,2,99.5,"$8,513.34"
4PK Wireless Solar Security Camera System 1080P HD WiFi Solar Battery Camera,Xvim,N1150TYN-4PK,769230879731,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$109.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.70944,,$3.00,$10.00,N1150TYN-4PK,769230879732,214.98,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,4,2,38.81,Seller_2,Pomona,CA,United States,162,59,0.733,0,5,98.6,$329.97
4MP Wireless Solar Power Camera Outdoor Wifi Battery Pan/Tilt Securty Camera,Woolink,N1060WH-1/4P,,Camera,Security Cameras,Other/Generic,Value,New,5,$139.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.948689,,$9.00,$10.00,N1060WH-1/4P,,274.98,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,3,48.8,Seller_2,Rockaway,NJ,United States,162,59,0.733,0,2,99.5,"$1,259.91"
2/4PK Solar Camera Outdoor Wireless Solar Security Camera System 4MP WiFi iP Cam,Xvim/Woolink,N1060WH/BK-4,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$69.99,,$0.00,$0.00,0,Value ($25–$75),4.262539,,$10.00,$10.00,N1060WH/BK-5,,134.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,4,2,49.1,Seller_2,Rockaway,NJ,United States,162,59,0.733,0,11,97,$699.90
3Pcs Wireless Solar Battery Powered Camera Wifi Outdoor Security Camera System,Xvim,,755113382788,Spy Camera,Security Cameras,Other/Generic,Other Brand,New,5,$79.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.394326,,$23.00,$10.00,,755113382789,154.98,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,3,2,56.8,Seller_2,Walton,KY,United States,162,59,0.733,0,13,96.4,"$1,839.77"
"Night Owl CM-FTD4LS-B-V2, 2K 2560x1440 (4MP) Wired Add-on Camera with Spotlight",Night Owl,,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,$39.95,,$0.00,$0.00,0,Value ($25–$75),3.712352,,$20.00,$6.00,,,75.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,57.08,Seller_20,Holliston,Massachusetts,United States,162,53,0.7535,0,45,87.7,$799.00
Night Owl 1080p Wireless Add-On Battery Powered Camera BWNIP-2TA-BS-V4,Night Owl,,,Camera,Security Cameras,Other/Generic,Other Brand,Used,2,$29.95,,$0.00,$0.00,0,Value ($25–$75),3.432373,,$17.00,$2.00,,,57.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,62.1,Seller_20,Holliston,Massachusetts,United States,162,53,0.7535,0,45,87.7,$509.15
"Pack of 4 Night Owl, CM-FTD4LS-B 2K 2560x1440 (4MP) Wired Camera with Cables",Unknown,,,Other,Uncategorized,Other/Generic,Generic/Unknown,Open Box,4,$149.95,,$0.00,$0.00,0,Mid-Range ($75–$200),5.016949,,$1.00,$1.00,,,295.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,46.31,Seller_20,,,,0,0,,0,45,87.7,$149.95
Digital Watchdog Blackjack Mini DW BJMINI4T 12CH Network Video Recorder Lot of 2,Digital Watchdog,,,12Ch Network Video Recorder,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$183.88,$208.95,$12.00,$25.07,1,Mid-Range ($75–$200),5.219707,$15.32,,,,,4.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,32.04,Seller_200,Tucson,AZ,United States,162,19,0.895,0,19,94.8,$0.00
INTERLOGIX TRUVISION NVR 11 DIGITAL VIDEO RECORDER H.264 8-CHANNEL IP PoE 2TB,Interlogix,TVN-1104cS-1T,,Video Recorder,Uncategorized,Other/Generic,Other Brand,Used,2,$225.00,,$0.00,$0.00,0,Premium ($200–$500),5.420535,$28.12,,,TVN-1104cS-1T,,448,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,22.92,Seller_201,Gainesville,FL,United States,168,11,0.9385,0,86,76.4,$0.00
Solar Battery Powered Wireless WiFi Home Security Camera System Outdoor Pan/Tilt,Unknown,,,Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,$57.68,,$0.00,$0.00,0,Value ($25–$75),4.072099,,$16.00,$10.00,,,110.36,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,3,53.21,Seller_202,Rancho Cucamonga,California,United States,1,28,0.0345,1,17,95.3,$922.88
BNC Male Balun Connector for Coax CAT5 CAT6 CAT7 to CCTV Surveillance Camera LOT,Unknown,,,Cable/Accessory,Accessories,Other/Generic,Generic/Unknown,New,5,$6.36,,$0.00,$0.00,0,Budget (<$25),1.99606,,$41.00,$10.00,,,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,61.83,Seller_203,Deer Park,NY,United States,168,18,0.9032,0,4,98.9,$260.76
USB Camera Module 8.0MP with usb cable 4K_8MWDR_M1_V3.0 perfect for DIY  project,Unknown,,,Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,$25.00,,$0.00,$0.00,0,Value ($25–$75),3.258097,,$1.00,$104.00,,,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,28.58,Seller_204,Lancaster,PA,United States,208,11,0.9498,0,22,94,$25.00
SANNCE 5IN1 8CH DVR 1080P Security Camera System CCTV Outdoor Night Vision AI,Sannce,DT81BC-51EE/T1GL,,Cctv Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$49.38,$60.96,$19.00,$11.58,1,Value ($25–$75),3.919594,$6.17,$78.00,$10.00,DT81BC-51EE/T1GL,,6.950666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,1,2,71.01,Seller_205,Flanders,NJ,United States,161,61,0.7252,0,2,99.5,"$3,851.64"
SANNCE Wireless 3MP Security IP Camera System 5MP 8CH NVR WIFI AI Two Way Audio,Sannce,SU-N48WHE-71GL,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$98.99,$164.99,$40.00,$66.00,1,Mid-Range ($75–$200),4.60507,$12.37,$149.00,$10.00,SU-N48WHE-71GL,,38.26733333,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,8,1,3,78.34,Seller_205,,,,0,0,,0,14,96.2,"$14,749.51"
ieGeek Wireless Outdoor Solar Security Camera 2K Home CCTV System WiFi IP Camera,Iegeek,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$39.99,,$0.00,$0.00,0,Value ($25–$75),3.713328,,$2.00,$8.00,,,74.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,31.91,Seller_206,Sacramento,CA,United States,168,11,0.9385,0,74,79.7,$79.98
1080P Mini Camera CCTV WiFi HD IP Night Vision Camcorder Home Security Cam US,Unknown,,,Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,$13.99,,$0.00,$0.00,0,Budget (<$25),2.707383,,$36.00,$10.00,,,22.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,61.15,Seller_207,Hayward,California,United States,1,53,0.0185,1,2,99.5,$503.64
2026 Smart Mini WiFi Camera Wireless 1080P HD Night Cam w/Battery Home Security,Unknown,,,Mini Wifi Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,$14.90,,$0.00,$0.00,0,Budget (<$25),2.766319,,$63.00,$10.00,,,24.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,64.37,Seller_207,Hayward,California,United States,1,53,0.0185,1,2,99.5,$938.70
"Swann MaxRanger Mini 4K Wireless Security System, 3-Pack",Swann,SWNVK-MRMINISD3,840236142859,Complete System,IP/Smart Camera Systems,Swann,Prosumer,New,5,$195.00,,$0.00,$0.00,0,Mid-Range ($75–$200),5.278115,,$3.00,$3.00,SWNVK-MRMINISD4,840236142860,385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,20,Seller_208,Towson,MD,United States,168,11,0.9385,0,,,$585.00
Pelco 16-Channel Surveillance DVR CCTV Recorder BNC LAN VGA USB Audio-Out,Pelco,,,Surveillance Dvr,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$75.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.343676,$4.75,,,,,149.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,16,1,1,0,Seller_209,Rome,Georgia,United States,1,11,0.0833,1,,,$0.00
